danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,uri,title,artist,mood
0.618,0.954,-3.421,0.0399,0.0356,0.00148,0.702,129.979,spotify:track:6RaaQvkGUe8Je8yAkdwQNm,Make Me,Borai & Denham Audio,energetic
0.676,0.885,-2.946,0.0658,0.00425,0.861,0.185,128.04,spotify:track:4OpPtBlAU2ayk7rS0SyxlM,Unicorn Zombie Apocalypse,Borgore,energetic
0.611,0.669,-4.383,0.422,0.186,0,0.966,128.599,spotify:track:7axHfZh6a7JQD8dmblDDmt,WAITING,Bridge Music,energetic
0.426,0.888,-3.72,0.0987,0.000455,0,0.387,144.111,spotify:track:0M3adYbGtyRHACP86dey1H,Throne,Bring Me The Horizon,energetic
0.548,0.878,-5.758,0.0449,7.29E-05,0.0395,0.137,135.052,spotify:track:4kpWVGdFjBSoCkIcHVlTqn,Prophecy of Ragnarök,Brothers of Metal,energetic
0.813,0.795,-5.016,0.167,0.257,0,0.654,99.072,spotify:track:5nz7NodXphguBQbfhYp5rE,Hottest In The City (feat. EmanuelDaProphet),BrvndonP,energetic
0.651,0.744,-4.987,0.244,0.198,0,0.528,87.706,spotify:track:750IEpoifcy2HeUbZdBtuM,Never Leave Me,Bryann T,energetic
0.213,0.927,-3.378,0.14,0.000729,4.85E-06,0.28,162.109,spotify:track:1kdiiFGX1Htx0aVZYaDwEJ,Tears Don't Fall,Bullet For My Valentine,energetic
0.295,0.98,-4.075,0.0854,3.21E-05,0,0.283,134.335,spotify:track:1KCAEG6JcsTzi8ddZzs0nk,You Want a Battle? (Here's a War),Bullet For My Valentine,energetic
0.459,0.903,-4.649,0.0673,0.00877,0,0.364,76.185,spotify:track:7rGN3oqzCpG2mLcwoPwDQm,Letting You Go,Bullet For My Valentine,energetic
0.374,0.971,-4.284,0.0697,7.69E-05,0,0.701,97.625,spotify:track:0S674qD7nVFL0L7pHs6wUO,Over It,Bullet For My Valentine,energetic
0.7,0.748,-8.16,0.0771,0.226,0.796,0.154,130.056,spotify:track:2lWc1iJlz2NVcStV5fbtPG,Clouds,BUNT.,energetic
0.311,0.886,-4.613,0.0881,0.0799,0,0.294,190.013,spotify:track:0hD5WoXq5PfWYWPcZnIEXm,Rise Up (Lazarus) [FRANKLIN Remix],CAIN,energetic
0.721,0.525,-6.919,0.124,0.434,2.20E-05,0.48,89.987,spotify:track:1PK1IQm9ic0aiRIc4qVkz7,Your Word My Mind,Caleb Gordon,energetic
0.756,0.849,-5.809,0.0543,0.209,8.61E-06,0.295,164.03,spotify:track:1b9yRZtZfHemIdpHYtpckC,I Need Peace,Caleb Gordon,energetic
0.789,0.296,-7.726,0.0532,0.131,0,0.4,75.1,spotify:track:2STMTOFNic9TvIcYrhKC8y,God Good,Caleb Gordon,energetic
0.695,0.74,-6.97,0.0371,0.0155,0,0.455,122.051,spotify:track:2PI3dfxZWkaEpBoCJq56RK,Rise (Sam Feldt Remix),Calum Scott,energetic
0.636,0.869,-5.289,0.0412,0.0378,0.0446,0.306,143.011,spotify:track:5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),Calvin Harris,energetic
0.707,0.924,-2.842,0.031,0.000972,0.00703,0.919,127.937,spotify:track:1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,energetic
0.544,0.915,-3.405,0.0841,0.129,0.000914,0.51,126.094,spotify:track:4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),Calvin Harris,energetic
0.714,0.782,-7.316,0.0402,0.0756,0.64,0.0663,121.969,spotify:track:0hjRzBuGh9qGGzcbW7xK12,The Sign,CamelPhat,energetic
0.706,0.74,-7.904,0.0325,0.0245,0.512,0.444,122.007,spotify:track:7ir1tVqAtNjctvteJPw5MF,Cola,CamelPhat,energetic
0.459,0.705,-8.766,0.205,0.392,0,0.381,176.333,spotify:track:25PJLj7vZm8kx1vAWTonUd,Good to Go Pt. 2,Canon,energetic
0.78,0.735,-7.386,0.0983,0.00842,2.92E-05,0.327,146.072,spotify:track:5MFx3nX3rO7H49RomWdKl7,No Loss,Canon,energetic
0.368,0.736,-6.628,0.151,0.00386,0,0.102,95.397,spotify:track:1eb1ADsizGY0d7xnzeZrlc,Motivation (feat. Social Club),Canon,energetic
0.571,0.903,-2.184,0.214,0.0615,1.23E-06,0.477,127.951,spotify:track:7iT98FhZ7BAE8xdCxBlw55,Take Me Home (feat. Bebe Rexha),Cash Cash,energetic
0.568,0.867,-3.21,0.0458,0.00876,2.87E-06,0.357,125.98,spotify:track:64y85LeHY8Z6OlTOM9cpKD,Beam Me Up - Radio Edit,CAZZETTE,energetic
0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.332,140.055,spotify:track:1gyee1JuFFiP476LQpRMYU,The Red,Chevelle,energetic
0.64,0.877,-3.339,0.115,0.21,1.41E-06,0.681,131.02,spotify:track:7tOL3KPed2xaNyDIYBo45p,Your Love (HGHTS Remix),Chris Howland,energetic
0.714,0.883,-4.43,0.0625,0.00819,0.843,0.819,126.016,spotify:track:4skbQNtyjy8A7mo8oqe2oD,A Drug From God,Chris Lake,energetic
0.685,0.911,-4.977,0.144,0.00552,0.0247,0.351,128.02,spotify:track:4ASOMWcJUrwEpjJy4GEijz,California Dreamin' (feat. High Jinx),Chris Lorenzo,energetic
0.874,0.908,-3.573,0.0593,0.00839,0.0891,0.905,125.981,spotify:track:0q6ty9Ga2ebtTKa2C74jrC,Let Me Take You,CID,energetic
0.652,0.657,-4.491,0.0306,0.00209,7.04E-05,0.0873,127.998,spotify:track:0WZVGXO8FYpK8v1IDxlOyE,A Sky Full of Stars - Hardwell Remix,Coldplay,energetic
0.628,0.738,-5.045,0.0367,0.0156,0.281,0.699,125.928,spotify:track:4vyG9ZhHT8MKJE5mTICMFC,Still Sleepless,D.O.D,energetic
0.519,0.819,-5.915,0.0597,0.00132,0.000113,0.263,127.941,spotify:track:5B4RzgnBLi7BU1CLQ4j0Nw,Kick Out The Epic Motherf**ker - Vocal Version,Dada Life,energetic
0.663,0.668,-7.733,0.0479,0.00522,0.0113,0.451,131.966,spotify:track:1YddMZzakt7WEZ9y1xGQgR,Till The Sky Falls Down,Dash Berlin,energetic
0.667,0.907,-6.849,0.373,0.113,0,0.53,140.336,spotify:track:0ksRxJ9rgHjh7Jy83S6vLh,I Will Not,Datin,energetic
0.601,0.713,-3.758,0.0449,0.0282,0,0.464,122.872,spotify:track:1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,David Guetta,energetic
0.539,0.955,-4.877,0.0755,0.00219,0.0286,0.158,127.863,spotify:track:4HjLBWJ7AKZQcmupi1NSM5,You Can’t Change Me (feat. Raye),David Guetta,energetic
0.561,0.87,-6.103,0.343,0.0015,2.82E-06,0.498,129.98,spotify:track:4dTaAiV9xFFCxnPur9c9yL,Memories (feat. Kid Cudi),David Guetta,energetic
0.614,0.972,-3.927,0.088,0.00125,0.0186,0.411,127.966,spotify:track:06dT0EYXrhRQV1MsvWhNGv,Bad (feat. Vassy) - Radio Edit,David Guetta,energetic
0.736,0.759,-7.066,0.0347,0.0573,0.207,0.485,128.039,spotify:track:5H0CfA9GaNg0wROR9K3X3K,The Veldt - Radio Edit,deadmau5,energetic
0.611,0.613,-6.942,0.129,4.73E-05,0.105,0.491,127.979,spotify:track:3ezkJgagRPZ39KCTrKcSI7,Ghosts 'n' Stuff (feat. Rob Swire),deadmau5,energetic
0.507,0.699,-7.483,0.0814,0.0166,0.00172,0.0744,139.909,spotify:track:4grUGQeAfNs6yQOdgEkncM,Raise Your Weapon,deadmau5,energetic
0.553,0.948,-9.628,0.037,0.00881,0.818,0.0389,134.996,spotify:track:7Bg90Jhm3Dhtu7m2YCpo6C,Children - Radio Edit,Deborah de Luca,energetic
0.267,0.953,-4.899,0.096,0.00211,0,0.568,84.989,spotify:track:0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,energetic
0.206,0.965,-5.116,0.079,9.91E-06,0.827,0.168,92.615,spotify:track:4Uiw0Sl9yskBaC6P4DcdVD,Be Quiet and Drive (Far Away),Deftones,energetic
0.588,0.939,-4.464,0.392,0.139,1.18E-06,0.731,159.904,spotify:track:57Fe6xAsRHARo7JvmBcGol,Ready Set Go,Derek Minor,energetic
0.804,0.883,-6.7,0.247,0.114,0,0.623,100.021,spotify:track:25L031n0unw4IKDjabQuwN,Do It Anyway (feat. Kadence),Dillon Chase,energetic
0.845,0.901,-6.605,0.154,0.492,5.24E-06,0.798,104.994,spotify:track:0g6UbSmO8by3ecCSNmS7ca,josiah.,Dillon Chase,energetic
0.841,0.727,-6.5,0.0548,0.162,0,0.651,119.992,spotify:track:6zKGSyH5HTDWoDK2Y8BCB3,After,Dillon Chase,energetic
0.674,0.932,-4.424,0.0859,0.0282,0.71,0.728,101.033,spotify:track:3oZoXyU0SkDldgS7AcN4y4,Get Low,Dillon Francis,energetic
0.302,0.8,-4.032,0.0376,0.00596,5.16E-05,0.328,149.939,spotify:track:6YtUe8dzZ357QD4t56nG00,Sweet Caroline,Dimitri Vegas & Like Mike,energetic
0.631,0.939,-4.21,0.0363,0.000351,0.747,0.452,127.992,spotify:track:6AE0G24YXnDyEgE4L0efpB,Tremor - Sensation 2014 Anthem,Dimitri Vegas & Like Mike,energetic
0.645,0.85,-5.952,0.256,0.00105,0.302,0.471,127.997,spotify:track:76fqWMe0buqQoaNTIbLWmr,Mammoth,Dimitri Vegas & Like Mike,energetic
0.728,0.947,-3.103,0.0458,0.208,0.815,0.209,130.007,spotify:track:0Gc1AVYqYOR522Nvz68dsT,The Hum,Dimitri Vegas & Like Mike,energetic
0.539,0.954,-3.054,0.12,0.00224,0.835,0.389,129.956,spotify:track:20c8kwM60klIrU9LIYNv0X,Boy Oh Boy,Diplo,energetic
0.634,0.724,-5.842,0.0546,0.00499,0.000193,0.309,148.024,spotify:track:7aaeZpSr54XQKSwMYO5JeH,Revolution (feat. Faustix & Imanos and Kai),Diplo,energetic
0.478,0.818,-5.076,0.0377,0.00292,0.00789,0.163,127.953,spotify:track:54ZPmGE1uOG9IYoUBSRSp7,City Of Dreams - Radio Edit,Dirty South,energetic
0.593,0.392,-6.872,0.0257,0.382,0.000114,0.25,75.065,spotify:track:1snNAXmmPXCn0dkF9DaPWw,You & Me - Flume Remix,Disclosure,energetic
0.625,0.756,-6.954,0.231,0.00933,0.00134,0.673,123.948,spotify:track:7qVLZuvzNjyiy3TVtEBwBE,When A Fire Starts To Burn,Disclosure,energetic
0.831,0.697,-6.512,0.213,0.0454,0,0.167,139.98,spotify:track:475oF6CksHeKkdsbxoNmcq,BURBERRY COAT!,DJ Mykael V,energetic
0.72,0.978,-4.495,0.0595,0.00147,0.819,0.196,127.984,spotify:track:5yN3wXc6fvM5SPTFjL6c4G,Guddi Riddim,DJ Snake,energetic
0.818,0.799,-4.1,0.156,0.00107,0.128,0.0815,100.014,spotify:track:67awxiNHNyjMXhVgsHuIrs,Turn Down for What,DJ Snake,energetic
0.813,0.668,-6.834,0.096,0.00673,0.0912,0.495,124.01,spotify:track:1Gz2E1chOzRyhFXHJYWw8y,Pump the Brakes,Dom Dolla,energetic
0.601,0.832,-5.471,0.139,0.0284,0,0.409,138.061,spotify:track:2c0dsTO43eKPOjdNvcgkkj,Not Alone,Don Diablo,energetic
0.631,0.379,-12.662,0.0451,0.888,0.918,0.156,113.79,spotify:track:45Q6hkvGtzW0VUybDnQ4n8,Beyond the Fire,Don Diablo,energetic
0.113,0.951,-4.743,0.129,0.00176,0.00718,0.139,200.024,spotify:track:6nnacTL5on2aVsRhVDNUSo,Through the Fire and Flames,DragonForce,energetic
0.499,0.671,-6.774,0.0561,0.114,0.0169,0.0557,124.994,spotify:track:28JBD8p18xNuOfyV7Cotdn,Massive,Drake,energetic
0.468,0.98,-4.086,0.168,0.000101,1.58E-05,0.341,95.953,spotify:track:6PdEKf8CyyZfrFAGFi37gb,One Finger and a Fist,Drowning Pool,energetic
0.717,0.91,-3.39,0.0554,0.00262,0.00194,0.682,119.999,spotify:track:0zg8u9UUlvwSvBJYEjhgDT,Love Again - Imanbek Remix,Dua Lipa,energetic
0.725,0.859,-6.19,0.0542,0.0112,0.423,0.4,125.969,spotify:track:0NNSpmyyr0I4lrMaXS8Tba,Electricity,DubVision,energetic
0.707,0.813,-4.129,0.339,0.00649,0.000448,0.741,127.901,spotify:track:6HkmOvGpoYrJ1BdppBNp2t,Barbra Streisand,Duck Sauce,energetic
0.636,0.761,-7.752,0.035,0.00377,0.00784,0.463,120.837,spotify:track:69gQgkobVW8bWjoCjBYQUd,I Got U,Duke Dumont,energetic
0.699,0.839,-5.353,0.0481,0.0483,0.655,0.264,128.026,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,Tsunami,DVBBS,energetic
0.611,0.591,-9.105,0.0565,0.433,0.000481,0.0938,125.073,spotify:track:4HRWIVz78yFcWNbZSKzDYY,Talk It Over,Elderbrook,energetic
0.638,0.867,-6.469,0.0331,0.144,0.000733,0.805,115.692,spotify:track:72ahyckBJfTigJCFCviVN7,Don't Bring Me Down,Electric Light Orchestra,energetic
0.757,0.751,-4.889,0.131,0.225,0,0.459,137.009,spotify:track:4vSOPcWRHOxoXHfHZTUVLi,Back Then,ELEVATION RHYTHM,energetic
0.736,0.906,-7.589,0.048,0.164,0.585,0.698,137.001,spotify:track:39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,energetic
0.84,0.667,-7.126,0.0843,0.0439,1.34E-05,0.292,120.044,spotify:track:1p0jBDjxORjYNJyAphBRpE,MONEY ON THE DASH,Elley Duhé,energetic
0.642,0.887,-5.439,0.0416,0.0173,5.75E-05,0.117,125.994,spotify:track:5KbhvaeqKIB2bZcJMyfezl,Hold Me Closer - Joel Corry Remix,Elton John,energetic
0.597,0.837,-6.518,0.375,0.00427,0.00115,0.447,126.342,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Eric Prydz,energetic
0.509,0.88,-5.47,0.0355,0.0021,0.837,0.459,127.005,spotify:track:6X0WsSsMMwam5AzVxlUUzo,Liberate,Eric Prydz,energetic
0.533,0.689,-6.049,0.0725,0.312,0,0.459,124.542,spotify:track:1bOR6zNOiMpVd2LDKP8XCE,Keep Me,Eris Ford,energetic
0.892,0.943,-3.884,0.108,0.012,0.572,0.254,127.99,spotify:track:6KCmJ8VI6VYNRNubSqi0Ck,Lennon,ESSEL,energetic
0.773,0.903,-5.279,0.0417,0.00171,0.617,0.762,123.926,spotify:track:5B2Fil0dJNfob1W8gpL5E4,Love Vibration,ESSEL,energetic
0.838,0.803,-5.583,0.0713,0.00117,0.152,0.577,126.026,spotify:track:3VQWkf0zg6397V3ql6mwMq,BUBBLEGUM,ESSEL,energetic
0.37,0.858,-4.885,0.0545,0.00815,2.12E-05,0.464,175.077,spotify:track:3UygY7qW2cvG9Llkay6i1i,Going Under,Evanescence,energetic
0.812,0.796,-10.548,0.0356,0.00826,0.921,0.961,125.976,spotify:track:5krhFNgUcYHwXlNPJJYzFM,Tell Me Something Good,Ewan McVicar,energetic
0.358,0.893,-7.486,0.12,0.0222,0.0524,0.262,174.238,spotify:track:4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,energetic
0.622,0.961,-3.198,0.154,0.00523,0,0.449,114.452,spotify:track:0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",Fall Out Boy,energetic
0.435,0.887,-4.07,0.0636,0.000747,0,0.408,199.935,spotify:track:1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,energetic
0.395,0.784,-5.903,0.132,0.0135,0,0.353,161.946,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,Watch The World Burn,Falling In Reverse,energetic
0.697,0.947,-4.156,0.106,0.424,0.0527,0.626,128.004,spotify:track:6gF4YXwuu1N0lJDOuMLgbU,Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Radio Edit,Fatboy Slim,energetic
0.616,0.841,-4.779,0.076,0.0559,0.00217,0.714,110.029,spotify:track:5YdnOm5990Kfq1Jodws98B,Call It Love,Felix Jaehn,energetic
0.689,0.791,-6.633,0.0478,0.0595,0,0.543,125.012,spotify:track:4q2azQakSVVyqljRiCZtu3,Back Tomorrow,Ferreck Dawn,energetic
0.644,0.939,-3.486,0.0456,0.157,0,0.861,106.031,spotify:track:28IEbk5a7twNTbUEvWslUb,Paralyzer,Finger Eleven,energetic
0.755,0.968,-5.282,0.0424,0.00117,0.773,0.785,126.007,spotify:track:2ST4u9GusI2ddDfuMvXA5l,Yeah The Girls,FISHER,energetic
0.78,0.914,-5.283,0.0435,0.00356,0.00701,0.81,125.986,spotify:track:2cAYjs1WvosMFadzTDmmzD,It's A Killa,FISHER,energetic
0.729,0.965,-5.711,0.0624,0.00176,0.66,0.744,125.021,spotify:track:2KXwJZv1pRQFQ95Kj60jBN,Losing It - Radio Edit,FISHER,energetic
0.544,0.96,-4.681,0.106,0.00058,1.99E-05,0.718,154.966,spotify:track:5MjkeHk6I0JA0q13eqtnJP,Jekyll and Hyde,Five Finger Death Punch,energetic
0.486,0.984,-3.619,0.0717,2.26E-05,0,0.277,123.64,spotify:track:05QquCUFrpkKTHz5Sy09nc,Wash It All Away,Five Finger Death Punch,energetic
0.521,0.985,-4.165,0.141,9.68E-05,0,0.151,75.013,spotify:track:3EO0js63QHQQPqJt1TgBLQ,Lift Me Up,Five Finger Death Punch,energetic
0.489,0.987,-4.57,0.0806,7.62E-05,0,0.297,139.982,spotify:track:1r3PWB1ZzxrPsIj2DNoa10,Welcome To The Circus,Five Finger Death Punch,energetic
0.592,0.979,-3.76,0.102,0.000126,0,0.722,102.99,spotify:track:5tGGvBpnjKJosBAmsb9eHX,Mama Said Knock You Out,Five Finger Death Punch,energetic
0.584,0.937,-4.137,0.044,0.000176,0.124,0.606,124.952,spotify:track:0ZNail0sBLDyANc8rboHhs,We Give Thee Honor,Floorplan,energetic
0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.588,126.092,spotify:track:1c478uMN61yF2JOXXEtsdw,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,energetic
0.524,0.601,-13.399,0.0335,0.00108,0.601,0.314,139.972,spotify:track:5WSL7UTa38jMWoBzObD4BD,I Can't Stop,Flux Pavilion,energetic
0.674,0.883,-3.936,0.0408,0.00179,0.929,0.0397,139.974,spotify:track:4u3a1nylBxY8siO7Os4t22,Bass Cannon,Flux Pavillion,energetic
0.465,0.919,-4.025,0.0408,1.83E-05,2.07E-05,0.537,135.997,spotify:track:5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,Foo Fighters,energetic
0.571,0.797,-3.579,0.0513,0.193,1.02E-06,0.392,109.889,spotify:track:2mPyJgKE7vSpUoFXJps8z3,I Go Dancing (feat. Ella Henderson),Frank Walker,energetic
0.633,0.916,-6.699,0.0357,0.0127,0.35,0.095,121.99,spotify:track:1eKSPMRzGdglxelX3kyrqc,Under The Sun,Franky Wah,energetic
0.683,0.825,-6.175,0.0424,0.000833,0.727,0.0451,126.023,spotify:track:4ptnQ0kQnN1U1Ig8TSslj6,Turn On The Lights again.. (feat. Future) - Anyma Remix,Fred again..,energetic
0.847,0.724,-7.668,0.047,0.00355,0.00339,0.326,126.983,spotify:track:4zlbKky2yA657Sk5rekZoR,Baby again..,Fred again..,energetic
0.648,0.775,-4.798,0.0694,0.0561,0,0.371,128.072,spotify:track:46E2xeKBLrxS8hJ37Gq35G,Billie (loving arms),Fred again..,energetic
0.517,0.511,-6.84,0.208,0.21,0,0.389,177.629,spotify:track:5FVQWfXM8a3e2BuEx6Qh0K,Dangerous,Gabby Callwood,energetic
0.863,0.881,-8.54,0.0497,0.00305,0.107,0.357,129.006,spotify:track:05mKeQVuFbZWOG30zfwvAG,Naquele Pique,Gabe,energetic
0.633,0.718,-5.724,0.179,0.185,0,0.364,89.919,spotify:track:2vmhpOgGcHnW1VZU1AKdK2,Energía - Remix,Gabriel EMC,energetic
0.67,0.896,-4.673,0.058,0.0342,3.21E-05,0.403,101.216,spotify:track:2USlegnFJLrVLpoVfPimKB,Thunder,Gabry Ponte,energetic
0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.383,126.008,spotify:track:46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,energetic
0.63,0.892,-5.122,0.041,0.0105,0.0069,0.557,130.012,spotify:track:2zM1zEjv2JX1qTmSDeB8IL,Concrete Angel - Radio Edit,Gareth Emery,energetic
0.671,0.599,-6.18,0.0405,0.0658,0,0.448,121.849,spotify:track:1EQFOouqdKYdpbNoOHRVO2,abcdefu (angrier),GAYLE,energetic
0.678,0.935,-6.382,0.0592,0.0459,0.202,0.485,124.989,spotify:track:5ooCfBqZyTB5CTdu1x7S77,Everything You Have Done - Meduza Edit,GENESI,energetic
0.738,0.591,-5.679,0.239,0.00883,0,0.606,160.074,spotify:track:5LvtYS4qLebDl5kgv6m6SE,Hit On That Switch,George.Rose,energetic
0.53,0.903,-4.396,0.0483,3.31E-05,0.182,0.747,129.983,spotify:track:2XgTw2co6xv95TmKpMcL70,Square Hammer,Ghost,energetic
0.522,0.944,-5.731,0.0936,6.11E-06,0.482,0.236,124.029,spotify:track:4u39IY2QjY1utpNCCF4is0,Rats,Ghost,energetic
0.47,0.929,-4.26,0.0569,8.36E-05,0.147,0.451,89.984,spotify:track:2J5aJp4HQxcMuxZ6HVM4GC,From The Pinnacle To The Pit,Ghost,energetic
0.58,0.857,-4.607,0.216,0.0543,0,0.35,86,spotify:track:08irXCG7gXLeufqcZtT7mh,burn for u,gio.,energetic
0.665,0.874,-4.663,0.0408,0.0554,0,0.845,159.079,spotify:track:0R65qkFygRF8FB4iX9VndY,mess it up,gio.,energetic
0.495,0.961,-3.599,0.0356,0.000229,3.97E-06,0.659,90.015,spotify:track:1jSQRvpQYPcIKt67fc5Npv,Angus Mcfife,Gloryhammer,energetic
0.39,0.91,-3.268,0.133,0.000198,0,0.644,162.253,spotify:track:6w7ily4cFWEPO0XWFQYeUO,Bulletproof,Godsmack,energetic
0.395,0.756,-4.12,0.0544,1.74E-05,0.00665,0.475,112.092,spotify:track:6xXlurslWqFuyqTCBlErzX,Awake,Godsmack,energetic
0.543,0.808,-5.484,0.0407,7.19E-05,0.00336,0.472,95.19,spotify:track:4a9i7rCLfPjbS1sNamZeQN,Cryin' Like A Bitch!!,Godsmack,energetic
0.218,0.93,-4.438,0.0633,4.15E-05,0,0.367,166.078,spotify:track:6eYUbXmncekAKMYZcsSkyD,I Stand Alone,Godsmack,energetic
0.513,0.88,-4.69,0.0309,9.59E-05,0.00614,0.495,92.358,spotify:track:60fUDmIWuKhngaeBIVhqIV,Stranded,Gojira,energetic
0.62,0.93,-3.685,0.0374,0.00043,0,0.609,106.22,spotify:track:2g2a5kDeZexbUTD8abcvm6,Lifestyles of the Rich & Famous,Good Charlotte,energetic
0.66,0.878,-6.647,0.0596,0.212,0.663,0.264,129.004,spotify:track:3JsH3qnwhYGs20PBMsCgNx,Voodoo,Gorgon City,energetic
0.677,0.753,-7.038,0.154,0.0531,0.0128,0.471,121.939,spotify:track:5wGLQvq6JoxYZX7V3ymPS5,Ready For Your Love,Gorgon City,energetic
0.362,0.928,-4.015,0.0503,0.164,1.61E-05,0.678,175.868,spotify:track:1BfR5GMOgW0peHkPxrwf11,Safari Song,Greta Van Fleet,energetic
0.268,0.98,-5.958,0.103,0.0192,0.00709,0.395,100.315,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,Paradise City,Guns N' Roses,energetic
0.35,0.985,-5.676,0.122,0.00876,0.551,0.323,151.007,spotify:track:0dlTGl67UFWcKupzkxZYOn,You Could Be Mine,Guns N' Roses,energetic
0.809,0.777,-8.677,0.0498,0.016,0.83,0.436,125.034,spotify:track:65nn7e1DOFh5MRHHQ7GWBi,No Diggity,HÄWK,energetic
0.577,0.901,-5.981,0.0492,0.000431,3.59E-06,0.337,90.997,spotify:track:0eV3PB3T0OxW4feG1DlOjQ,Hearts on Fire,HammerFall,energetic
0.534,0.854,-7.468,0.0344,0.00239,0.0441,0.477,135.013,spotify:track:63MBVrJ8nADdP4AXbBGlOj,Be The One,Hannah Laing,energetic
0.599,0.763,-3.727,0.0553,0.000262,0.794,0.118,127.997,spotify:track:3Ki1bFwSTFmZWI7TKu5DNF,Spaceman,Hardwell,energetic
0.552,0.742,-6.122,0.0683,0.015,0.0124,0.274,128.076,spotify:track:7EdxI2Yro4AW2HH3akwqms,Apollo,Hardwell,energetic
0.705,0.951,-3.754,0.0743,0.0113,0.503,0.153,129.967,spotify:track:6jmTQwFzejCurofZDz7x9k,Off The Hook,Hardwell,energetic
0.486,0.986,-4.71,0.0818,0.000662,0.048,0.501,180.085,spotify:track:5IVA7WzOlWrmZh8EqZqMaw,Looking Down the Barrel of Today,Hatebreed,energetic
0.836,0.878,-8.714,0.0472,0.00342,0.26,0.626,126.014,spotify:track:0KgDKuaHnbZOzz8adnnfxd,Sway (feat. Dope Earth Alien),HoneyLuv,energetic
0.639,0.769,-5.077,0.0383,0.000701,0.742,0.177,123.983,spotify:track:0pIiCv0GdhtsOjCJ5Y7zHj,Morenita,HUGEL,energetic
0.797,0.942,-6.194,0.0656,0.00373,0.563,0.178,124.014,spotify:track:0UFJLWij7K8AXM5sVDFCLj,Tra Tra,HUGEL,energetic
0.417,0.631,-7.052,0.27,0.159,1.44E-06,0.258,83.985,spotify:track:4bvNwqjzJbbmUDClgpCTG0,Can't Tell It All,Hulvey,energetic
0.423,0.975,-5.21,0.397,0.00372,0,0.387,172.046,spotify:track:4UhMvTR5tHf2ecfoz0KV92,Self-Destruction,I Prevail,energetic
0.711,0.906,-2.671,0.0284,0.00952,1.64E-05,0.824,125.916,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop,energetic
0.845,0.797,-4.984,0.139,0.0582,5.57E-06,0.422,121.985,spotify:track:7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek,energetic
0.814,0.751,-6.735,0.201,0.0215,0.000232,0.68,76.456,spotify:track:1Fu9ShPcWVRufPrhyTucB8,WES,IMRSQD,energetic
0.85,0.826,-6.834,0.184,0.0155,0.000434,0.49,115.158,spotify:track:1IfbrVnmsCJBYeSmULBC5c,Run It Up,IMRSQD,energetic
0.418,0.835,-4.824,0.0449,2.33E-06,0.766,0.549,104.986,spotify:track:0JBQnLKfLXmlkquabLtAgd,Only for the Weak,In Flames,energetic
0.579,0.812,-6.509,0.0693,0.00114,0.00333,0.278,152.002,spotify:track:1Y13csEpu3TK5gQdzGLrd8,Pardon Me,Incubus,energetic
0.885,0.646,-7.525,0.145,0.0424,0,0.547,148.02,spotify:track:6uRfwmyU2iMK1lsMnU6Fga,CECE,indie tribe,energetic
0.867,0.652,-6.966,0.255,0.00162,0,0.34,84.001,spotify:track:0nOFQTgf87Hf9TDFPJsm62,HOLY SMOKE!,indie tribe,energetic
0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.669,159.756,spotify:track:1Ab3hhOw1TJWDgO10vlxNZ,The Trooper - 2015 Remaster,Iron Maiden,energetic
0.314,0.959,-4.657,0.0908,0.0263,0.000148,0.492,154.221,spotify:track:2V0T2LS0pf2r3EFpOEkZFO,Wasted Years - 2015 Remaster,Iron Maiden,energetic
0.308,0.866,-5.671,0.059,0.000739,0.00141,0.227,109.825,spotify:track:0h4rVZcOiSaL9b5mT1A2gq,Fear of the Dark - 2015 Remaster,Iron Maiden,energetic
0.655,0.714,-7.78,0.0572,0.0512,0.48,0.131,123.002,spotify:track:7u0fz3V6cYeYTX91DMmIvQ,Food for the Soul,it's murph,energetic
